step,method,q,seed,ablation,drift_effort
1208320,TEL-PPO,55.0,5,baseline,
1212416,TEL-PPO,55.0,5,baseline,
1216512,TEL-PPO,55.0,5,baseline,
1220608,TEL-PPO,55.0,5,baseline,0.7234752178192139
1224704,TEL-PPO,55.0,5,baseline,
1228800,TEL-PPO,55.0,5,baseline,
1232896,TEL-PPO,55.0,5,baseline,
1236992,TEL-PPO,55.0,5,baseline,
1241088,TEL-PPO,55.0,5,baseline,
1245184,TEL-PPO,55.0,5,baseline,
1249280,TEL-PPO,55.0,5,baseline,
1253376,TEL-PPO,55.0,5,baseline,
1257472,TEL-PPO,55.0,5,baseline,
1261568,TEL-PPO,55.0,5,baseline,1.2382924556732178
1265664,TEL-PPO,55.0,5,baseline,
1269760,TEL-PPO,55.0,5,baseline,
1273856,TEL-PPO,55.0,5,baseline,
1277952,TEL-PPO,55.0,5,baseline,
1282048,TEL-PPO,55.0,5,baseline,
1286144,TEL-PPO,55.0,5,baseline,
1290240,TEL-PPO,55.0,5,baseline,
1294336,TEL-PPO,55.0,5,baseline,
1298432,TEL-PPO,55.0,5,baseline,
1302528,TEL-PPO,55.0,5,baseline,1.1541008949279785
1306624,TEL-PPO,55.0,5,baseline,
1310720,TEL-PPO,55.0,5,baseline,
1314816,TEL-PPO,55.0,5,baseline,
1318912,TEL-PPO,55.0,5,baseline,
1323008,TEL-PPO,55.0,5,baseline,
1327104,TEL-PPO,55.0,5,baseline,
1331200,TEL-PPO,55.0,5,baseline,
1335296,TEL-PPO,55.0,5,baseline,
1339392,TEL-PPO,55.0,5,baseline,
1343488,TEL-PPO,55.0,5,baseline,0.1283407211303711
1347584,TEL-PPO,55.0,5,baseline,
1351680,TEL-PPO,55.0,5,baseline,
1355776,TEL-PPO,55.0,5,baseline,
1359872,TEL-PPO,55.0,5,baseline,
1363968,TEL-PPO,55.0,5,baseline,
1368064,TEL-PPO,55.0,5,baseline,
1372160,TEL-PPO,55.0,5,baseline,
1376256,TEL-PPO,55.0,5,baseline,
1380352,TEL-PPO,55.0,5,baseline,
1384448,TEL-PPO,55.0,5,baseline,0.1210629940032959
1388544,TEL-PPO,55.0,5,baseline,
1392640,TEL-PPO,55.0,5,baseline,
1396736,TEL-PPO,55.0,5,baseline,
1400832,TEL-PPO,55.0,5,baseline,
1404928,TEL-PPO,55.0,5,baseline,
1409024,TEL-PPO,55.0,5,baseline,
1413120,TEL-PPO,55.0,5,baseline,
1417216,TEL-PPO,55.0,5,baseline,
1421312,TEL-PPO,55.0,5,baseline,
1425408,TEL-PPO,55.0,5,baseline,1.358175277709961
1429504,TEL-PPO,55.0,5,baseline,
1433600,TEL-PPO,55.0,5,baseline,
1437696,TEL-PPO,55.0,5,baseline,
1441792,TEL-PPO,55.0,5,baseline,
1445888,TEL-PPO,55.0,5,baseline,
1449984,TEL-PPO,55.0,5,baseline,
1454080,TEL-PPO,55.0,5,baseline,
1458176,TEL-PPO,55.0,5,baseline,
1462272,TEL-PPO,55.0,5,baseline,
1466368,TEL-PPO,55.0,5,baseline,1.049107313156128
1470464,TEL-PPO,55.0,5,baseline,
1474560,TEL-PPO,55.0,5,baseline,
1478656,TEL-PPO,55.0,5,baseline,
1482752,TEL-PPO,55.0,5,baseline,
1486848,TEL-PPO,55.0,5,baseline,
1490944,TEL-PPO,55.0,5,baseline,
1495040,TEL-PPO,55.0,5,baseline,
1499136,TEL-PPO,55.0,5,baseline,
1503232,TEL-PPO,55.0,5,baseline,
1507328,TEL-PPO,55.0,5,baseline,0.25380849838256836
1511424,TEL-PPO,55.0,5,baseline,
1515520,TEL-PPO,55.0,5,baseline,
1519616,TEL-PPO,55.0,5,baseline,
1523712,TEL-PPO,55.0,5,baseline,
1527808,TEL-PPO,55.0,5,baseline,
1531904,TEL-PPO,55.0,5,baseline,
1536000,TEL-PPO,55.0,5,baseline,
1540096,TEL-PPO,55.0,5,baseline,
1544192,TEL-PPO,55.0,5,baseline,
1548288,TEL-PPO,55.0,5,baseline,1.025456190109253
1552384,TEL-PPO,55.0,5,baseline,
1556480,TEL-PPO,55.0,5,baseline,
1560576,TEL-PPO,55.0,5,baseline,
1564672,TEL-PPO,55.0,5,baseline,
1568768,TEL-PPO,55.0,5,baseline,
1572864,TEL-PPO,55.0,5,baseline,
1576960,TEL-PPO,55.0,5,baseline,
1581056,TEL-PPO,55.0,5,baseline,
1585152,TEL-PPO,55.0,5,baseline,
1589248,TEL-PPO,55.0,5,baseline,0.949174165725708
1593344,TEL-PPO,55.0,5,baseline,
1597440,TEL-PPO,55.0,5,baseline,
1601536,TEL-PPO,55.0,5,baseline,
1605632,TEL-PPO,55.0,5,baseline,
1609728,TEL-PPO,55.0,5,baseline,
1613824,TEL-PPO,55.0,5,baseline,
1617920,TEL-PPO,55.0,5,baseline,
1622016,TEL-PPO,55.0,5,baseline,
1626112,TEL-PPO,55.0,5,baseline,
1630208,TEL-PPO,55.0,5,baseline,0.3699958324432373
1634304,TEL-PPO,55.0,5,baseline,
1638400,TEL-PPO,55.0,5,baseline,
1642496,TEL-PPO,55.0,5,baseline,
1646592,TEL-PPO,55.0,5,baseline,
1650688,TEL-PPO,55.0,5,baseline,
1654784,TEL-PPO,55.0,5,baseline,
1658880,TEL-PPO,55.0,5,baseline,
1662976,TEL-PPO,55.0,5,baseline,
1667072,TEL-PPO,55.0,5,baseline,
1671168,TEL-PPO,55.0,5,baseline,0.12925267219543457
1675264,TEL-PPO,55.0,5,baseline,
1679360,TEL-PPO,55.0,5,baseline,
1683456,TEL-PPO,55.0,5,baseline,
1687552,TEL-PPO,55.0,5,baseline,
1691648,TEL-PPO,55.0,5,baseline,
1695744,TEL-PPO,55.0,5,baseline,
1699840,TEL-PPO,55.0,5,baseline,
1703936,TEL-PPO,55.0,5,baseline,
1708032,TEL-PPO,55.0,5,baseline,
1712128,TEL-PPO,55.0,5,baseline,0.11974573135375977
1716224,TEL-PPO,55.0,5,baseline,
1720320,TEL-PPO,55.0,5,baseline,
1724416,TEL-PPO,55.0,5,baseline,
1728512,TEL-PPO,55.0,5,baseline,
1732608,TEL-PPO,55.0,5,baseline,
1736704,TEL-PPO,55.0,5,baseline,
1740800,TEL-PPO,55.0,5,baseline,
1744896,TEL-PPO,55.0,5,baseline,
1748992,TEL-PPO,55.0,5,baseline,
1753088,TEL-PPO,55.0,5,baseline,0.747978687286377
1757184,TEL-PPO,55.0,5,baseline,
1761280,TEL-PPO,55.0,5,baseline,
1765376,TEL-PPO,55.0,5,baseline,
1769472,TEL-PPO,55.0,5,baseline,
1773568,TEL-PPO,55.0,5,baseline,
1777664,TEL-PPO,55.0,5,baseline,
1781760,TEL-PPO,55.0,5,baseline,
1785856,TEL-PPO,55.0,5,baseline,
1789952,TEL-PPO,55.0,5,baseline,
1794048,TEL-PPO,55.0,5,baseline,0.3922998905181885
1798144,TEL-PPO,55.0,5,baseline,
1802240,TEL-PPO,55.0,5,baseline,
1806336,TEL-PPO,55.0,5,baseline,
1810432,TEL-PPO,55.0,5,baseline,
1814528,TEL-PPO,55.0,5,baseline,
1818624,TEL-PPO,55.0,5,baseline,
1822720,TEL-PPO,55.0,5,baseline,
1826816,TEL-PPO,55.0,5,baseline,
1830912,TEL-PPO,55.0,5,baseline,
1835008,TEL-PPO,55.0,5,baseline,0.6505370140075684
1839104,TEL-PPO,55.0,5,baseline,
1843200,TEL-PPO,55.0,5,baseline,
1847296,TEL-PPO,55.0,5,baseline,
1851392,TEL-PPO,55.0,5,baseline,
1855488,TEL-PPO,55.0,5,baseline,
1859584,TEL-PPO,55.0,5,baseline,
1863680,TEL-PPO,55.0,5,baseline,
1867776,TEL-PPO,55.0,5,baseline,
1871872,TEL-PPO,55.0,5,baseline,
1875968,TEL-PPO,55.0,5,baseline,0.6205499172210693
1880064,TEL-PPO,55.0,5,baseline,
1884160,TEL-PPO,55.0,5,baseline,
1888256,TEL-PPO,55.0,5,baseline,
1892352,TEL-PPO,55.0,5,baseline,
1896448,TEL-PPO,55.0,5,baseline,
1900544,TEL-PPO,55.0,5,baseline,
1904640,TEL-PPO,55.0,5,baseline,
1908736,TEL-PPO,55.0,5,baseline,
1912832,TEL-PPO,55.0,5,baseline,
1916928,TEL-PPO,55.0,5,baseline,0.745236873626709
1921024,TEL-PPO,55.0,5,baseline,
1925120,TEL-PPO,55.0,5,baseline,
1929216,TEL-PPO,55.0,5,baseline,
1933312,TEL-PPO,55.0,5,baseline,
1937408,TEL-PPO,55.0,5,baseline,
1941504,TEL-PPO,55.0,5,baseline,
1945600,TEL-PPO,55.0,5,baseline,
1949696,TEL-PPO,55.0,5,baseline,
1953792,TEL-PPO,55.0,5,baseline,
1957888,TEL-PPO,55.0,5,baseline,0.012600421905517578
1961984,TEL-PPO,55.0,5,baseline,
1966080,TEL-PPO,55.0,5,baseline,
1970176,TEL-PPO,55.0,5,baseline,
1974272,TEL-PPO,55.0,5,baseline,
1978368,TEL-PPO,55.0,5,baseline,
1982464,TEL-PPO,55.0,5,baseline,
1986560,TEL-PPO,55.0,5,baseline,
1990656,TEL-PPO,55.0,5,baseline,
1994752,TEL-PPO,55.0,5,baseline,
1998848,TEL-PPO,55.0,5,baseline,0.06873607635498047
2002944,TEL-PPO,55.0,5,baseline,
2007040,TEL-PPO,55.0,5,baseline,
2011136,TEL-PPO,55.0,5,baseline,
2015232,TEL-PPO,55.0,5,baseline,
2019328,TEL-PPO,55.0,5,baseline,
2023424,TEL-PPO,55.0,5,baseline,
2027520,TEL-PPO,55.0,5,baseline,
2031616,TEL-PPO,55.0,5,baseline,
2035712,TEL-PPO,55.0,5,baseline,
2039808,TEL-PPO,55.0,5,baseline,0.9259641170501709
2043904,TEL-PPO,55.0,5,baseline,
2048000,TEL-PPO,55.0,5,baseline,
2052096,TEL-PPO,55.0,5,baseline,
2056192,TEL-PPO,55.0,5,baseline,
2060288,TEL-PPO,55.0,5,baseline,
2064384,TEL-PPO,55.0,5,baseline,
2068480,TEL-PPO,55.0,5,baseline,
2072576,TEL-PPO,55.0,5,baseline,
2076672,TEL-PPO,55.0,5,baseline,
2080768,TEL-PPO,55.0,5,baseline,0.4758894443511963
2084864,TEL-PPO,55.0,5,baseline,
2088960,TEL-PPO,55.0,5,baseline,
2093056,TEL-PPO,55.0,5,baseline,
2097152,TEL-PPO,55.0,5,baseline,
2101248,TEL-PPO,55.0,5,baseline,
2105344,TEL-PPO,55.0,5,baseline,
2109440,TEL-PPO,55.0,5,baseline,
2113536,TEL-PPO,55.0,5,baseline,
2117632,TEL-PPO,55.0,5,baseline,
2121728,TEL-PPO,55.0,5,baseline,0.31731128692626953
2125824,TEL-PPO,55.0,5,baseline,
2129920,TEL-PPO,55.0,5,baseline,
2134016,TEL-PPO,55.0,5,baseline,
2138112,TEL-PPO,55.0,5,baseline,
2142208,TEL-PPO,55.0,5,baseline,
2146304,TEL-PPO,55.0,5,baseline,
2150400,TEL-PPO,55.0,5,baseline,
2154496,TEL-PPO,55.0,5,baseline,
2158592,TEL-PPO,55.0,5,baseline,
2162688,TEL-PPO,55.0,5,baseline,0.6699562072753906
2166784,TEL-PPO,55.0,5,baseline,
2170880,TEL-PPO,55.0,5,baseline,
2174976,TEL-PPO,55.0,5,baseline,
2179072,TEL-PPO,55.0,5,baseline,
2183168,TEL-PPO,55.0,5,baseline,
2187264,TEL-PPO,55.0,5,baseline,
2191360,TEL-PPO,55.0,5,baseline,
2195456,TEL-PPO,55.0,5,baseline,
2199552,TEL-PPO,55.0,5,baseline,
2203648,TEL-PPO,55.0,5,baseline,0.2952992916107178
2207744,TEL-PPO,55.0,5,baseline,
2211840,TEL-PPO,55.0,5,baseline,
2215936,TEL-PPO,55.0,5,baseline,
2220032,TEL-PPO,55.0,5,baseline,
2224128,TEL-PPO,55.0,5,baseline,
2228224,TEL-PPO,55.0,5,baseline,
2232320,TEL-PPO,55.0,5,baseline,
2236416,TEL-PPO,55.0,5,baseline,
2240512,TEL-PPO,55.0,5,baseline,
2244608,TEL-PPO,55.0,5,baseline,0.1388251781463623
2248704,TEL-PPO,55.0,5,baseline,
2252800,TEL-PPO,55.0,5,baseline,
2256896,TEL-PPO,55.0,5,baseline,
2260992,TEL-PPO,55.0,5,baseline,
2265088,TEL-PPO,55.0,5,baseline,
2269184,TEL-PPO,55.0,5,baseline,
2273280,TEL-PPO,55.0,5,baseline,
2277376,TEL-PPO,55.0,5,baseline,
2281472,TEL-PPO,55.0,5,baseline,
2285568,TEL-PPO,55.0,5,baseline,0.7115960121154785
2289664,TEL-PPO,55.0,5,baseline,
2293760,TEL-PPO,55.0,5,baseline,
2297856,TEL-PPO,55.0,5,baseline,
2301952,TEL-PPO,55.0,5,baseline,
2306048,TEL-PPO,55.0,5,baseline,
2310144,TEL-PPO,55.0,5,baseline,
2314240,TEL-PPO,55.0,5,baseline,
2318336,TEL-PPO,55.0,5,baseline,
2322432,TEL-PPO,55.0,5,baseline,
2326528,TEL-PPO,55.0,5,baseline,0.5991637706756592
2330624,TEL-PPO,55.0,5,baseline,
2334720,TEL-PPO,55.0,5,baseline,
2338816,TEL-PPO,55.0,5,baseline,
2342912,TEL-PPO,55.0,5,baseline,
2347008,TEL-PPO,55.0,5,baseline,
2351104,TEL-PPO,55.0,5,baseline,
2355200,TEL-PPO,55.0,5,baseline,
2359296,TEL-PPO,55.0,5,baseline,
2363392,TEL-PPO,55.0,5,baseline,
2367488,TEL-PPO,55.0,5,baseline,0.1577436923980713
2371584,TEL-PPO,55.0,5,baseline,
2375680,TEL-PPO,55.0,5,baseline,
2379776,TEL-PPO,55.0,5,baseline,
2383872,TEL-PPO,55.0,5,baseline,
2387968,TEL-PPO,55.0,5,baseline,
2392064,TEL-PPO,55.0,5,baseline,
2396160,TEL-PPO,55.0,5,baseline,
2400256,TEL-PPO,55.0,5,baseline,
2404352,TEL-PPO,55.0,5,baseline,
2408448,TEL-PPO,55.0,5,baseline,0.272601842880249
2412544,TEL-PPO,55.0,5,baseline,
2416640,TEL-PPO,55.0,5,baseline,
2420736,TEL-PPO,55.0,5,baseline,
2424832,TEL-PPO,55.0,5,baseline,
2428928,TEL-PPO,55.0,5,baseline,
2433024,TEL-PPO,55.0,5,baseline,
2437120,TEL-PPO,55.0,5,baseline,
2441216,TEL-PPO,55.0,5,baseline,
2445312,TEL-PPO,55.0,5,baseline,
2449408,TEL-PPO,55.0,5,baseline,1.0837972164154053
2453504,TEL-PPO,55.0,5,baseline,
2457600,TEL-PPO,55.0,5,baseline,
2461696,TEL-PPO,55.0,5,baseline,
2465792,TEL-PPO,55.0,5,baseline,
2469888,TEL-PPO,55.0,5,baseline,
2473984,TEL-PPO,55.0,5,baseline,
2478080,TEL-PPO,55.0,5,baseline,
2482176,TEL-PPO,55.0,5,baseline,
2486272,TEL-PPO,55.0,5,baseline,
2490368,TEL-PPO,55.0,5,baseline,0.6966352462768555
2494464,TEL-PPO,55.0,5,baseline,
2498560,TEL-PPO,55.0,5,baseline,
2502656,TEL-PPO,55.0,5,baseline,
2506752,TEL-PPO,55.0,5,baseline,
2510848,TEL-PPO,55.0,5,baseline,
2514944,TEL-PPO,55.0,5,baseline,
2519040,TEL-PPO,55.0,5,baseline,
2523136,TEL-PPO,55.0,5,baseline,
2527232,TEL-PPO,55.0,5,baseline,
2531328,TEL-PPO,55.0,5,baseline,0.48456788063049316
2535424,TEL-PPO,55.0,5,baseline,
2539520,TEL-PPO,55.0,5,baseline,
2543616,TEL-PPO,55.0,5,baseline,
2547712,TEL-PPO,55.0,5,baseline,
2551808,TEL-PPO,55.0,5,baseline,
2555904,TEL-PPO,55.0,5,baseline,
2560000,TEL-PPO,55.0,5,baseline,
2564096,TEL-PPO,55.0,5,baseline,
2568192,TEL-PPO,55.0,5,baseline,
2572288,TEL-PPO,55.0,5,baseline,0.26966333389282227
2576384,TEL-PPO,55.0,5,baseline,
2580480,TEL-PPO,55.0,5,baseline,
2584576,TEL-PPO,55.0,5,baseline,
2588672,TEL-PPO,55.0,5,baseline,
2592768,TEL-PPO,55.0,5,baseline,
2596864,TEL-PPO,55.0,5,baseline,
2600960,TEL-PPO,55.0,5,baseline,
2605056,TEL-PPO,55.0,5,baseline,
2609152,TEL-PPO,55.0,5,baseline,
2613248,TEL-PPO,55.0,5,baseline,0.6890833377838135
2617344,TEL-PPO,55.0,5,baseline,
2621440,TEL-PPO,55.0,5,baseline,
2625536,TEL-PPO,55.0,5,baseline,
2629632,TEL-PPO,55.0,5,baseline,
2633728,TEL-PPO,55.0,5,baseline,
2637824,TEL-PPO,55.0,5,baseline,
2641920,TEL-PPO,55.0,5,baseline,
2646016,TEL-PPO,55.0,5,baseline,
2650112,TEL-PPO,55.0,5,baseline,
2654208,TEL-PPO,55.0,5,baseline,0.8499860763549805
2658304,TEL-PPO,55.0,5,baseline,
2662400,TEL-PPO,55.0,5,baseline,
2666496,TEL-PPO,55.0,5,baseline,
2670592,TEL-PPO,55.0,5,baseline,
2674688,TEL-PPO,55.0,5,baseline,
2678784,TEL-PPO,55.0,5,baseline,
2682880,TEL-PPO,55.0,5,baseline,
2686976,TEL-PPO,55.0,5,baseline,
2691072,TEL-PPO,55.0,5,baseline,
2695168,TEL-PPO,55.0,5,baseline,0.3623366355895996
2699264,TEL-PPO,55.0,5,baseline,
2703360,TEL-PPO,55.0,5,baseline,
2707456,TEL-PPO,55.0,5,baseline,
2711552,TEL-PPO,55.0,5,baseline,
2715648,TEL-PPO,55.0,5,baseline,
2719744,TEL-PPO,55.0,5,baseline,
2723840,TEL-PPO,55.0,5,baseline,
2727936,TEL-PPO,55.0,5,baseline,
2732032,TEL-PPO,55.0,5,baseline,
2736128,TEL-PPO,55.0,5,baseline,0.01805424690246582
2740224,TEL-PPO,55.0,5,baseline,
2744320,TEL-PPO,55.0,5,baseline,
2748416,TEL-PPO,55.0,5,baseline,
2752512,TEL-PPO,55.0,5,baseline,
2756608,TEL-PPO,55.0,5,baseline,
2760704,TEL-PPO,55.0,5,baseline,
2764800,TEL-PPO,55.0,5,baseline,
2768896,TEL-PPO,55.0,5,baseline,
2772992,TEL-PPO,55.0,5,baseline,
2777088,TEL-PPO,55.0,5,baseline,0.10499954223632812
2781184,TEL-PPO,55.0,5,baseline,
2785280,TEL-PPO,55.0,5,baseline,
2789376,TEL-PPO,55.0,5,baseline,
2793472,TEL-PPO,55.0,5,baseline,
2797568,TEL-PPO,55.0,5,baseline,
2801664,TEL-PPO,55.0,5,baseline,
2805760,TEL-PPO,55.0,5,baseline,
2809856,TEL-PPO,55.0,5,baseline,
2813952,TEL-PPO,55.0,5,baseline,
2818048,TEL-PPO,55.0,5,baseline,0.47637224197387695
2822144,TEL-PPO,55.0,5,baseline,
2826240,TEL-PPO,55.0,5,baseline,
2830336,TEL-PPO,55.0,5,baseline,
2834432,TEL-PPO,55.0,5,baseline,
2838528,TEL-PPO,55.0,5,baseline,
2842624,TEL-PPO,55.0,5,baseline,
2846720,TEL-PPO,55.0,5,baseline,
2850816,TEL-PPO,55.0,5,baseline,
2854912,TEL-PPO,55.0,5,baseline,
2859008,TEL-PPO,55.0,5,baseline,0.2179563045501709
2863104,TEL-PPO,55.0,5,baseline,
2867200,TEL-PPO,55.0,5,baseline,
2871296,TEL-PPO,55.0,5,baseline,
2875392,TEL-PPO,55.0,5,baseline,
2879488,TEL-PPO,55.0,5,baseline,
2883584,TEL-PPO,55.0,5,baseline,
2887680,TEL-PPO,55.0,5,baseline,
2891776,TEL-PPO,55.0,5,baseline,
2895872,TEL-PPO,55.0,5,baseline,
2899968,TEL-PPO,55.0,5,baseline,0.6900608539581299
2904064,TEL-PPO,55.0,5,baseline,
2908160,TEL-PPO,55.0,5,baseline,
2912256,TEL-PPO,55.0,5,baseline,
2916352,TEL-PPO,55.0,5,baseline,
2920448,TEL-PPO,55.0,5,baseline,
2924544,TEL-PPO,55.0,5,baseline,
2928640,TEL-PPO,55.0,5,baseline,
2932736,TEL-PPO,55.0,5,baseline,
2936832,TEL-PPO,55.0,5,baseline,
2940928,TEL-PPO,55.0,5,baseline,0.4389941692352295
2945024,TEL-PPO,55.0,5,baseline,
2949120,TEL-PPO,55.0,5,baseline,
2953216,TEL-PPO,55.0,5,baseline,
2957312,TEL-PPO,55.0,5,baseline,
2961408,TEL-PPO,55.0,5,baseline,
2965504,TEL-PPO,55.0,5,baseline,
2969600,TEL-PPO,55.0,5,baseline,
2973696,TEL-PPO,55.0,5,baseline,
2977792,TEL-PPO,55.0,5,baseline,
2981888,TEL-PPO,55.0,5,baseline,0.1934826374053955
2985984,TEL-PPO,55.0,5,baseline,
2990080,TEL-PPO,55.0,5,baseline,
2994176,TEL-PPO,55.0,5,baseline,
2998272,TEL-PPO,55.0,5,baseline,
3002368,TEL-PPO,55.0,5,baseline,
3006464,TEL-PPO,55.0,5,baseline,
3010560,TEL-PPO,55.0,5,baseline,
3014656,TEL-PPO,55.0,5,baseline,
3018752,TEL-PPO,55.0,5,baseline,
3022848,TEL-PPO,55.0,5,baseline,0.06275177001953125
3026944,TEL-PPO,55.0,5,baseline,
3031040,TEL-PPO,55.0,5,baseline,
3035136,TEL-PPO,55.0,5,baseline,
3039232,TEL-PPO,55.0,5,baseline,
3043328,TEL-PPO,55.0,5,baseline,
3047424,TEL-PPO,55.0,5,baseline,
3051520,TEL-PPO,55.0,5,baseline,
3055616,TEL-PPO,55.0,5,baseline,
3059712,TEL-PPO,55.0,5,baseline,
3063808,TEL-PPO,55.0,5,baseline,0.3879725933074951
3067904,TEL-PPO,55.0,5,baseline,
3072000,TEL-PPO,55.0,5,baseline,
3076096,TEL-PPO,55.0,5,baseline,
3080192,TEL-PPO,55.0,5,baseline,
3084288,TEL-PPO,55.0,5,baseline,
3088384,TEL-PPO,55.0,5,baseline,
3092480,TEL-PPO,55.0,5,baseline,
3096576,TEL-PPO,55.0,5,baseline,
3100672,TEL-PPO,55.0,5,baseline,
3104768,TEL-PPO,55.0,5,baseline,0.46625733375549316
3108864,TEL-PPO,55.0,5,baseline,
3112960,TEL-PPO,55.0,5,baseline,
3117056,TEL-PPO,55.0,5,baseline,
3121152,TEL-PPO,55.0,5,baseline,
3125248,TEL-PPO,55.0,5,baseline,
3129344,TEL-PPO,55.0,5,baseline,
3133440,TEL-PPO,55.0,5,baseline,
3137536,TEL-PPO,55.0,5,baseline,
3141632,TEL-PPO,55.0,5,baseline,
3145728,TEL-PPO,55.0,5,baseline,0.7799267768859863
3149824,TEL-PPO,55.0,5,baseline,
3153920,TEL-PPO,55.0,5,baseline,
3158016,TEL-PPO,55.0,5,baseline,
3162112,TEL-PPO,55.0,5,baseline,
3166208,TEL-PPO,55.0,5,baseline,
3170304,TEL-PPO,55.0,5,baseline,
3174400,TEL-PPO,55.0,5,baseline,
3178496,TEL-PPO,55.0,5,baseline,
3182592,TEL-PPO,55.0,5,baseline,
3186688,TEL-PPO,55.0,5,baseline,0.4765808582305908
3190784,TEL-PPO,55.0,5,baseline,
3194880,TEL-PPO,55.0,5,baseline,
3198976,TEL-PPO,55.0,5,baseline,
3203072,TEL-PPO,55.0,5,baseline,
3207168,TEL-PPO,55.0,5,baseline,
3211264,TEL-PPO,55.0,5,baseline,
3215360,TEL-PPO,55.0,5,baseline,
3219456,TEL-PPO,55.0,5,baseline,
3223552,TEL-PPO,55.0,5,baseline,
3227648,TEL-PPO,55.0,5,baseline,0.16118288040161133
3231744,TEL-PPO,55.0,5,baseline,
3235840,TEL-PPO,55.0,5,baseline,
3239936,TEL-PPO,55.0,5,baseline,
3244032,TEL-PPO,55.0,5,baseline,
3248128,TEL-PPO,55.0,5,baseline,
3252224,TEL-PPO,55.0,5,baseline,
3256320,TEL-PPO,55.0,5,baseline,
3260416,TEL-PPO,55.0,5,baseline,
3264512,TEL-PPO,55.0,5,baseline,
3268608,TEL-PPO,55.0,5,baseline,1.025831699371338
3272704,TEL-PPO,55.0,5,baseline,
3276800,TEL-PPO,55.0,5,baseline,
3280896,TEL-PPO,55.0,5,baseline,
3284992,TEL-PPO,55.0,5,baseline,
3289088,TEL-PPO,55.0,5,baseline,
3293184,TEL-PPO,55.0,5,baseline,
3297280,TEL-PPO,55.0,5,baseline,
3301376,TEL-PPO,55.0,5,baseline,
3305472,TEL-PPO,55.0,5,baseline,
3309568,TEL-PPO,55.0,5,baseline,0.8434772491455078
3313664,TEL-PPO,55.0,5,baseline,
3317760,TEL-PPO,55.0,5,baseline,
3321856,TEL-PPO,55.0,5,baseline,
3325952,TEL-PPO,55.0,5,baseline,
3330048,TEL-PPO,55.0,5,baseline,
3334144,TEL-PPO,55.0,5,baseline,
3338240,TEL-PPO,55.0,5,baseline,
3342336,TEL-PPO,55.0,5,baseline,
3346432,TEL-PPO,55.0,5,baseline,
3350528,TEL-PPO,55.0,5,baseline,0.09590983390808105
3354624,TEL-PPO,55.0,5,baseline,
3358720,TEL-PPO,55.0,5,baseline,
3362816,TEL-PPO,55.0,5,baseline,
3366912,TEL-PPO,55.0,5,baseline,
3371008,TEL-PPO,55.0,5,baseline,
3375104,TEL-PPO,55.0,5,baseline,
3379200,TEL-PPO,55.0,5,baseline,
3383296,TEL-PPO,55.0,5,baseline,
3387392,TEL-PPO,55.0,5,baseline,
3391488,TEL-PPO,55.0,5,baseline,0.08277297019958496
3395584,TEL-PPO,55.0,5,baseline,
3399680,TEL-PPO,55.0,5,baseline,
3403776,TEL-PPO,55.0,5,baseline,
3407872,TEL-PPO,55.0,5,baseline,
3411968,TEL-PPO,55.0,5,baseline,
3416064,TEL-PPO,55.0,5,baseline,
3420160,TEL-PPO,55.0,5,baseline,
3424256,TEL-PPO,55.0,5,baseline,
3428352,TEL-PPO,55.0,5,baseline,
3432448,TEL-PPO,55.0,5,baseline,0.7397651672363281
3436544,TEL-PPO,55.0,5,baseline,
3440640,TEL-PPO,55.0,5,baseline,
3444736,TEL-PPO,55.0,5,baseline,
3448832,TEL-PPO,55.0,5,baseline,
3452928,TEL-PPO,55.0,5,baseline,
3457024,TEL-PPO,55.0,5,baseline,
3461120,TEL-PPO,55.0,5,baseline,
3465216,TEL-PPO,55.0,5,baseline,
3469312,TEL-PPO,55.0,5,baseline,
3473408,TEL-PPO,55.0,5,baseline,0.37301182746887207
3477504,TEL-PPO,55.0,5,baseline,
3481600,TEL-PPO,55.0,5,baseline,
3485696,TEL-PPO,55.0,5,baseline,
3489792,TEL-PPO,55.0,5,baseline,
3493888,TEL-PPO,55.0,5,baseline,
3497984,TEL-PPO,55.0,5,baseline,
3502080,TEL-PPO,55.0,5,baseline,
3506176,TEL-PPO,55.0,5,baseline,
3510272,TEL-PPO,55.0,5,baseline,
3514368,TEL-PPO,55.0,5,baseline,0.4326164722442627
3518464,TEL-PPO,55.0,5,baseline,
3522560,TEL-PPO,55.0,5,baseline,
3526656,TEL-PPO,55.0,5,baseline,
3530752,TEL-PPO,55.0,5,baseline,
3534848,TEL-PPO,55.0,5,baseline,
3538944,TEL-PPO,55.0,5,baseline,
3543040,TEL-PPO,55.0,5,baseline,
3547136,TEL-PPO,55.0,5,baseline,
3551232,TEL-PPO,55.0,5,baseline,
3555328,TEL-PPO,55.0,5,baseline,1.2052059173583984
3559424,TEL-PPO,55.0,5,baseline,
3563520,TEL-PPO,55.0,5,baseline,
3567616,TEL-PPO,55.0,5,baseline,
3571712,TEL-PPO,55.0,5,baseline,
3575808,TEL-PPO,55.0,5,baseline,
3579904,TEL-PPO,55.0,5,baseline,
3584000,TEL-PPO,55.0,5,baseline,
3588096,TEL-PPO,55.0,5,baseline,
3592192,TEL-PPO,55.0,5,baseline,
3596288,TEL-PPO,55.0,5,baseline,1.2713074684143066
3600384,TEL-PPO,55.0,5,baseline,
3604480,TEL-PPO,55.0,5,baseline,
3608576,TEL-PPO,55.0,5,baseline,
